Origin,Destination,TTT,LOS,Departure Time,Departure Date,Arrival Time,Return Departure Time,Return Date,Return Arrival Time,Onward Departure Airport,Onward Arrival Airport,Return Departure Airport,Return Arrival Airport,Onward Airlines,Return Airlines,Onward Flight Connections,Onward Connection Duration(min),Onward Flight Connection Airport,Return Flight Connections,Return Connection Duration(min),Return Flight Connection Airport,Carry-ons,Checked Bags,Price(NIS),Snapshot Time,Site,Total Onward Flight Duration(min),Total Return Flight Duration(min)
London,Rome,1,1,6:55,1/3/2025,10:25,6:35,2/3/2025,8:20,LGW,FCO,FCO,LGW,easyJet,Wizz Air,nonstop,,,nonstop,,,0,0,973,28/02/2025,Momondo,150,165
London,Rome,1,1,6:00,1/3/2025,9:25,19:50,2/3/2025,21:35,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,1029,28/02/2025,Momondo,145,165
London,Rome,1,1,20:50,1/3/2025,0:10,16:00,2/3/2025,17:45,LGW,FCO,CIA,STN,Vueling,Ryanair,nonstop,,,nonstop,,,0,0,1047,28/02/2025,Momondo,140,165
London,Rome,1,1,16:05,1/3/2025,19:40,7:55,2/3/2025,9:55,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1069,28/02/2025,Momondo,155,180
London,Rome,1,1,16:05,1/3/2025,19:40,7:50,2/3/2025,9:50,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1069,28/02/2025,Momondo,155,180
London,Rome,1,1,20:50,1/3/2025,0:10,7:55,2/3/2025,9:55,LGW,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,0,0,1136,28/02/2025,Momondo,140,180
London,Rome,1,1,20:50,1/3/2025,0:10,7:50,2/3/2025,9:50,LGW,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,0,0,1136,28/02/2025,Momondo,140,180
London,Rome,1,1,14:25,1/3/2025,18:00,7:50,2/3/2025,9:50,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1125,28/02/2025,Momondo,155,180
London,Rome,1,1,20:50,1/3/2025,0:10,11:25,2/3/2025,16:00,LGW,FCO,FCO,LHR,Vueling,Scandinavian Airlines,nonstop,,,1 stop,50,CPH,0,0,659,28/02/2025,Momondo,140,335
London,Rome,1,1,18:15,1/3/2025,21:40,16:00,2/3/2025,17:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,1084,28/02/2025,Momondo,145,165
London,Rome,1,1,14:25,1/3/2025,18:00,7:55,2/3/2025,9:55,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1125,28/02/2025,Momondo,155,180
London,Rome,1,1,18:15,1/3/2025,21:40,6:45,2/3/2025,8:35,STN,CIA,FCO,LGW,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1103,28/02/2025,Momondo,145,170
London,Rome,1,1,8:10,1/3/2025,11:35,6:45,2/3/2025,8:35,STN,CIA,FCO,LGW,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1117,28/02/2025,Momondo,145,170
London,Rome,1,1,8:10,1/3/2025,11:35,16:00,2/3/2025,17:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,1099,28/02/2025,Momondo,145,165
London,Rome,1,1,6:55,1/3/2025,10:25,10:00,2/3/2025,11:45,LGW,FCO,CIA,STN,easyJet,Ryanair,nonstop,,,nonstop,,,0,0,1114,28/02/2025,Momondo,150,165
London,Rome,1,1,15:00,1/3/2025,18:25,16:00,2/3/2025,17:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,1099,28/02/2025,Momondo,145,165
London,Rome,1,1,15:00,1/3/2025,18:25,6:45,2/3/2025,8:35,STN,CIA,FCO,LGW,Ryanair,Vueling,nonstop,,,nonstop,,,0,0,1117,28/02/2025,Momondo,145,170
London,Rome,1,1,10:00,1/3/2025,13:25,16:00,2/3/2025,17:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,1117,28/02/2025,Momondo,145,165
London,Rome,1,1,18:20,1/3/2025,21:55,11:30,2/3/2025,13:20,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1310,28/02/2025,Momondo,155,170
London,Rome,1,1,20:50,1/3/2025,0:10,9:45,2/3/2025,14:05,LGW,FCO,FCO,LHR,Vueling,Eurowings,nonstop,,,1 stop,70,HAM,0,0,844,28/02/2025,Momondo,140,320
London,Rome,1,1,20:15,1/3/2025,23:50,11:30,2/3/2025,13:20,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1310,28/02/2025,Momondo,155,170
London,Rome,1,1,10:20,1/3/2025,16:25,6:35,2/3/2025,8:20,LHR,FCO,FCO,LGW,Scandinavian Airlines,Wizz Air,1 stop,40,CPH,nonstop,,,0,0,844,28/02/2025,Momondo,305,165
London,Rome,1,1,20:50,1/3/2025,0:10,11:30,2/3/2025,13:20,LGW,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,0,0,1454,28/02/2025,Momondo,140,170
London,Rome,1,1,6:55,1/3/2025,10:25,6:35,2/3/2025,8:20,LGW,FCO,FCO,LGW,easyJet,Wizz Air,nonstop,,,nonstop,,,0,0,973,28/02/2025,Momondo,150,165
London,Rome,1,1,9:20,1/3/2025,12:50,6:45,2/3/2025,8:35,LGW,FCO,FCO,LGW,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1288,28/02/2025,Momondo,150,170
London,Rome,1,1,21:00,1/3/2025,0:30,11:25,2/3/2025,16:00,LGW,FCO,FCO,LHR,Wizz Air,Scandinavian Airlines,nonstop,,,1 stop,50,CPH,0,0,684,28/02/2025,Momondo,150,335
London,Rome,1,1,20:50,1/3/2025,0:10,11:30,2/3/2025,13:20,LGW,FCO,FCO,LHR,Iberia,British Airways,nonstop,,,nonstop,,,0,0,1554,28/02/2025,Momondo,140,170
London,Rome,1,1,16:05,1/3/2025,19:40,11:30,2/3/2025,13:20,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1495,28/02/2025,Momondo,155,170
London,Rome,1,1,10:20,1/3/2025,16:25,11:25,2/3/2025,16:00,LHR,FCO,FCO,LHR,Scandinavian Airlines,Scandinavian Airlines,1 stop,40,CPH,1 stop,50,CPH,0,0,836,28/02/2025,Momondo,305,335
London,Rome,1,1,20:50,1/3/2025,0:10,17:40,2/3/2025,19:25,LGW,FCO,FCO,LGW,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1484,28/02/2025,Momondo,140,165
London,Rome,1,1,15:25,1/3/2025,18:55,9:45,2/3/2025,14:05,LGW,FCO,FCO,LHR,easyJet,Eurowings,nonstop,,,1 stop,70,HAM,0,0,1095,28/02/2025,Momondo,150,320
London,Rome,1,1,20:50,1/3/2025,0:10,7:50,2/3/2025,9:50,LGW,FCO,FCO,LHR,Vueling,British Airways,nonstop,,,nonstop,,,0,0,1117,28/02/2025,Momondo,140,180
London,Rome,1,1,16:05,1/3/2025,19:40,6:35,2/3/2025,8:20,LHR,FCO,FCO,LGW,British Airways,Wizz Air,nonstop,,,nonstop,,,0,0,1121,28/02/2025,Momondo,155,165
London,Rome,1,1,18:15,1/3/2025,21:40,11:25,2/3/2025,16:00,STN,CIA,FCO,LHR,Ryanair,Scandinavian Airlines,nonstop,,,1 stop,50,CPH,0,0,744,28/02/2025,Momondo,145,335
London,Rome,1,1,20:50,1/3/2025,0:10,11:30,2/3/2025,13:20,LGW,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,0,0,1454,28/02/2025,Momondo,140,170
London,Rome,1,1,15:25,1/3/2025,18:55,16:00,2/3/2025,17:45,LGW,FCO,CIA,STN,easyJet,Ryanair,nonstop,,,nonstop,,,0,0,1284,28/02/2025,Momondo,150,165
London,Rome,1,1,13:05,1/3/2025,16:40,7:55,2/3/2025,9:55,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1251,28/02/2025,Momondo,155,180
London,Rome,1,1,6:55,1/3/2025,10:25,19:50,2/3/2025,21:35,LGW,FCO,CIA,STN,easyJet,Ryanair,nonstop,,,nonstop,,,0,0,1295,28/02/2025,Momondo,150,165
London,Rome,1,1,13:05,1/3/2025,16:40,7:50,2/3/2025,9:50,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1251,28/02/2025,Momondo,155,180
London,Rome,1,1,8:10,1/3/2025,11:35,11:25,2/3/2025,16:00,STN,CIA,FCO,LHR,Ryanair,Scandinavian Airlines,nonstop,,,1 stop,50,CPH,0,0,758,28/02/2025,Momondo,145,335
London,Rome,1,1,15:00,1/3/2025,18:25,11:25,2/3/2025,16:00,STN,CIA,FCO,LHR,Ryanair,Scandinavian Airlines,nonstop,,,1 stop,50,CPH,0,0,758,28/02/2025,Momondo,145,335
London,Rome,1,1,6:00,1/3/2025,9:25,11:40,2/3/2025,13:25,STN,CIA,FCO,LGW,Ryanair,easyJet,nonstop,,,nonstop,,,0,0,1310,28/02/2025,Momondo,145,165
London,Rome,1,1,10:00,1/3/2025,13:25,11:25,2/3/2025,16:00,STN,CIA,FCO,LHR,Ryanair,Scandinavian Airlines,nonstop,,,1 stop,50,CPH,0,0,781,28/02/2025,Momondo,145,335
London,Rome,1,1,9:20,1/3/2025,12:50,16:00,2/3/2025,17:45,LGW,FCO,CIA,STN,Vueling,Ryanair,nonstop,,,nonstop,,,0,0,1325,28/02/2025,Momondo,150,165
London,Rome,1,1,21:00,1/3/2025,0:30,16:00,2/3/2025,17:45,LGW,FCO,CIA,STN,Wizz Air,Ryanair,nonstop,,,nonstop,,,0,0,1077,28/02/2025,Momondo,150,165
London,Rome,1,1,6:55,1/3/2025,10:25,6:35,2/3/2025,8:20,LGW,FCO,FCO,LGW,easyJet,Wizz Air,nonstop,,,nonstop,,,0,0,973,28/02/2025,Momondo,150,165
London,Rome,1,1,18:20,1/3/2025,21:55,11:30,2/3/2025,13:20,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1310,28/02/2025,Momondo,155,170
London,Rome,1,1,9:20,1/3/2025,12:50,6:45,2/3/2025,8:35,LGW,FCO,FCO,LGW,Vueling,Vueling,nonstop,,,nonstop,,,0,0,1288,28/02/2025,Momondo,150,170
London,Rome,1,1,6:00,1/3/2025,9:25,11:25,2/3/2025,16:00,STN,CIA,FCO,LHR,Ryanair,Scandinavian Airlines,nonstop,,,1 stop,50,CPH,0,0,814,28/02/2025,Momondo,145,335
London,Rome,1,1,20:15,1/3/2025,23:50,11:30,2/3/2025,13:20,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,1310,28/02/2025,Momondo,155,170
London,Rome,1,1,10:20,1/3/2025,16:25,6:35,2/3/2025,8:20,LHR,FCO,FCO,LGW,Scandinavian Airlines,Wizz Air,1 stop,40,CPH,nonstop,,,0,0,844,28/02/2025,Momondo,305,165
London,Rome,1,1,20:50,1/3/2025,0:10,7:55,2/3/2025,9:55,LGW,FCO,FCO,LHR,Vueling,British Airways,nonstop,,,nonstop,,,0,0,1191,28/02/2025,Momondo,140,180
London,Rome,1,1,20:50,1/3/2025,0:10,6:00,2/3/2025,7:45,LGW,FCO,CIA,STN,British Airways,Ryanair,nonstop,,,nonstop,,,0,0,910,28/02/2025,Momondo,140,165
London,Rome,1,1,21:00,1/3/2025,0:30,6:45,2/3/2025,8:35,LGW,FCO,FCO,LGW,Wizz Air,Vueling,nonstop,,,nonstop,,,0,0,1080,28/02/2025,Momondo,150,170
London,Rome,1,1,20:50,1/3/2025,0:10,11:25,2/3/2025,17:40,LGW,FCO,FCO,LHR,Vueling,Scandinavian Airlines,nonstop,,,1 stop,155,CPH,0,0,659,28/02/2025,Momondo,140,435
London,Rome,1,1,10:20,1/3/2025,16:25,6:00,2/3/2025,7:45,LHR,FCO,CIA,STN,Scandinavian Airlines,Ryanair,1 stop,40,CPH,nonstop,,,0,0,903,28/02/2025,Momondo,305,165
London,Rome,1,1,6:55,1/3/2025,10:25,16:00,2/3/2025,17:45,LGW,FCO,CIA,STN,easyJet,Ryanair,nonstop,,,nonstop,,,0,0,1421,28/02/2025,Momondo,150,165
London,Rome,1,2,18:15,1/3/2025,21:40,6:00,3/3/2025,7:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,655,28/02/2025,Momondo,145,165
London,Rome,1,2,21:00,1/3/2025,0:30,6:35,3/3/2025,8:25,LGW,FCO,FCO,LGW,Wizz Air,Wizz Air,nonstop,,,nonstop,,,0,0,544,28/02/2025,Momondo,150,170
London,Rome,1,2,8:10,1/3/2025,11:35,6:00,3/3/2025,7:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,670,28/02/2025,Momondo,145,165
London,Rome,1,2,15:00,1/3/2025,18:25,6:00,3/3/2025,7:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,670,28/02/2025,Momondo,145,165
London,Rome,1,2,18:15,1/3/2025,21:40,12:45,3/3/2025,14:30,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,670,28/02/2025,Momondo,145,165
London,Rome,1,2,8:10,1/3/2025,11:35,12:45,3/3/2025,14:30,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,684,28/02/2025,Momondo,145,165
London,Rome,1,2,15:00,1/3/2025,18:25,12:45,3/3/2025,14:30,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,684,28/02/2025,Momondo,145,165
London,Rome,1,2,18:15,1/3/2025,21:40,16:00,3/3/2025,17:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,684,28/02/2025,Momondo,145,165
London,Rome,1,2,10:00,1/3/2025,13:25,6:00,3/3/2025,7:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,688,28/02/2025,Momondo,145,165
London,Rome,1,2,8:10,1/3/2025,11:35,16:00,3/3/2025,17:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,699,28/02/2025,Momondo,145,165
London,Rome,1,2,10:00,1/3/2025,13:25,12:45,3/3/2025,14:30,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,699,28/02/2025,Momondo,145,165
London,Rome,1,2,15:00,1/3/2025,18:25,16:00,3/3/2025,17:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,699,28/02/2025,Momondo,145,165
London,Rome,1,2,10:00,1/3/2025,13:25,16:00,3/3/2025,17:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,718,28/02/2025,Momondo,145,165
London,Rome,1,2,6:00,1/3/2025,9:25,6:00,3/3/2025,7:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,722,28/02/2025,Momondo,145,165
London,Rome,1,2,6:00,1/3/2025,9:25,12:45,3/3/2025,14:30,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,733,28/02/2025,Momondo,145,165
London,Rome,1,2,6:00,1/3/2025,9:25,16:00,3/3/2025,17:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,751,28/02/2025,Momondo,145,165
London,Rome,1,2,6:00,1/3/2025,9:25,12:45,3/3/2025,14:30,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,733,28/02/2025,Momondo,145,165
London,Rome,1,2,18:20,1/3/2025,21:55,15:20,3/3/2025,17:15,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,892,28/02/2025,Momondo,155,175
London,Rome,1,2,20:15,1/3/2025,23:50,15:20,3/3/2025,17:15,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,892,28/02/2025,Momondo,155,175
London,Rome,1,2,6:00,1/3/2025,9:25,16:00,3/3/2025,17:45,STN,CIA,CIA,STN,Ryanair,Ryanair,nonstop,,,nonstop,,,0,0,751,28/02/2025,Momondo,145,165
London,Rome,1,2,18:20,1/3/2025,21:55,17:20,3/3/2025,19:05,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,914,28/02/2025,Momondo,155,165
London,Rome,1,2,18:20,1/3/2025,21:55,20:45,3/3/2025,22:30,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,914,28/02/2025,Momondo,155,165
London,Rome,1,2,18:20,1/3/2025,21:55,18:40,3/3/2025,20:25,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,914,28/02/2025,Momondo,155,165
London,Rome,1,2,18:20,1/3/2025,21:55,11:30,3/3/2025,13:20,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,914,28/02/2025,Momondo,155,170
London,Rome,1,2,18:20,1/3/2025,21:55,13:15,3/3/2025,15:10,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,914,28/02/2025,Momondo,155,175
London,Rome,1,2,20:15,1/3/2025,23:50,17:20,3/3/2025,19:05,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,914,28/02/2025,Momondo,155,165
London,Rome,1,2,20:15,1/3/2025,23:50,18:40,3/3/2025,20:25,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,914,28/02/2025,Momondo,155,165
London,Rome,1,2,20:15,1/3/2025,23:50,20:45,3/3/2025,22:30,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,914,28/02/2025,Momondo,155,165
London,Rome,1,2,20:15,1/3/2025,23:50,11:30,3/3/2025,13:20,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,914,28/02/2025,Momondo,155,170
London,Rome,1,2,20:15,1/3/2025,23:50,13:15,3/3/2025,15:10,LHR,FCO,FCO,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,914,28/02/2025,Momondo,155,175
