Origin,Destination,TTT,LOS,Departure Time,Departure Date,Arrival Time,Return Departure Time,Return Date,Return Arrival Time,Onward Departure Airport,Onward Arrival Airport,Return Departure Airport,Return Arrival Airport,Onward Airlines,Return Airlines,Onward Flight Connections,Onward Connection Duration(min),Onward Flight Connection Airport,Return Flight Connections,Return Connection Duration(min),Return Flight Connection Airport,Carry-ons,Checked Bags,Price(NIS),Snapshot Time,Site,Total Onward Flight Duration(min),Total Return Flight Duration(min)
London,Paris,1,1,17:35,1/3/2025,19:55,16:10,2/3/2025,16:35,LHR,CDG,CDG,LHR,Air France,Air France,nonstop,,,nonstop,,,1,0,825,28/02/2025,Momondo,80,85
London,Paris,1,1,20:15,1/3/2025,22:30,15:35,2/3/2025,15:45,LGW,ORY,CDG,LGW,Vueling,easyJet,nonstop,,,nonstop,,,0,0,1006,28/02/2025,Momondo,75,70
London,Paris,1,1,12:00,1/3/2025,14:15,16:35,2/3/2025,16:40,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,1036,28/02/2025,Momondo,75,65
London,Paris,1,1,19:35,1/3/2025,21:55,18:00,2/3/2025,18:20,LHR,CDG,CDG,LHR,Air France,Air France,nonstop,,,nonstop,,,1,0,862,28/02/2025,Momondo,80,80
London,Paris,1,1,12:45,1/3/2025,15:05,16:35,2/3/2025,16:40,LGW,ORY,CDG,LGW,Vueling,easyJet,nonstop,,,nonstop,,,0,0,1018,28/02/2025,Momondo,80,65
London,Paris,1,1,16:30,1/3/2025,18:50,15:35,2/3/2025,15:45,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,980,28/02/2025,Momondo,80,70
London,Paris,1,1,17:35,1/3/2025,19:55,13:15,2/3/2025,13:45,LHR,CDG,CDG,LHR,Air France,Air France,nonstop,,,nonstop,,,1,0,825,28/02/2025,Momondo,80,90
London,Paris,1,1,15:15,1/3/2025,17:45,15:35,2/3/2025,15:45,LHR,ORY,CDG,LGW,Vueling,easyJet,nonstop,,,nonstop,,,0,0,925,28/02/2025,Momondo,90,70
London,Paris,1,1,7:00,1/3/2025,9:20,15:35,2/3/2025,15:45,LTN,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,995,28/02/2025,Momondo,80,70
London,Paris,1,1,17:35,1/3/2025,19:55,10:00,2/3/2025,10:30,LHR,CDG,CDG,LHR,Air France,Air France,nonstop,,,nonstop,,,1,0,825,28/02/2025,Momondo,80,90
London,Paris,1,1,12:45,1/3/2025,15:05,16:35,2/3/2025,16:40,LGW,ORY,CDG,LGW,Vueling,easyJet,nonstop,,,nonstop,,,0,0,1018,28/02/2025,Momondo,80,65
London,Paris,1,1,16:30,1/3/2025,18:50,15:35,2/3/2025,15:45,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,980,28/02/2025,Momondo,80,70
London,Paris,1,1,20:00,1/3/2025,22:25,7:00,2/3/2025,7:10,LHR,CDG,ORY,LGW,British Airways,British Airways,nonstop,,,nonstop,,,0,0,1021,28/02/2025,Momondo,85,70
London,Paris,1,1,17:35,1/3/2025,19:55,13:15,2/3/2025,13:45,LHR,CDG,CDG,LHR,Air France,Air France,nonstop,,,nonstop,,,1,0,825,28/02/2025,Momondo,80,90
London,Paris,1,1,15:15,1/3/2025,17:45,15:35,2/3/2025,15:45,LHR,ORY,CDG,LGW,Vueling,easyJet,nonstop,,,nonstop,,,0,0,925,28/02/2025,Momondo,90,70
London,Paris,1,1,7:00,1/3/2025,9:20,15:35,2/3/2025,15:45,LTN,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,995,28/02/2025,Momondo,80,70
London,Paris,1,1,20:00,1/3/2025,22:25,18:45,2/3/2025,19:05,LHR,CDG,CDG,LHR,British Airways,British Airways,nonstop,,,nonstop,,,1,0,847,28/02/2025,Momondo,85,80
London,Paris,1,1,17:35,1/3/2025,19:55,10:00,2/3/2025,10:30,LHR,CDG,CDG,LHR,Air France,Air France,nonstop,,,nonstop,,,1,0,825,28/02/2025,Momondo,80,90
London,Paris,1,1,12:45,1/3/2025,15:05,7:00,2/3/2025,7:10,LGW,ORY,ORY,LGW,Vueling,British Airways,nonstop,,,nonstop,,,0,0,888,28/02/2025,Momondo,80,70
London,Paris,1,2,12:00,1/3/2025,14:15,10:05,3/3/2025,10:15,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,703,28/02/2025,Momondo,75,70
London,Paris,1,2,12:00,1/3/2025,14:15,7:20,3/3/2025,7:30,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,703,28/02/2025,Momondo,75,70
London,Paris,1,2,12:00,1/3/2025,14:15,16:30,3/3/2025,16:40,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,755,28/02/2025,Momondo,75,70
London,Paris,1,2,8:15,1/3/2025,10:35,10:05,3/3/2025,10:15,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,725,28/02/2025,Momondo,80,70
London,Paris,1,2,8:15,1/3/2025,10:35,7:20,3/3/2025,7:30,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,725,28/02/2025,Momondo,80,70
London,Paris,1,2,11:15,1/3/2025,13:35,16:20,3/3/2025,16:35,LTN,CDG,CDG,LTN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,703,28/02/2025,Momondo,80,75
London,Paris,1,2,16:30,1/3/2025,18:50,7:20,3/3/2025,7:30,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,740,28/02/2025,Momondo,80,70
London,Paris,1,2,16:30,1/3/2025,18:50,10:05,3/3/2025,10:15,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,740,28/02/2025,Momondo,80,70
London,Paris,1,2,14:00,1/3/2025,16:20,16:20,3/3/2025,16:35,LTN,CDG,CDG,LTN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,710,28/02/2025,Momondo,80,75
London,Paris,1,2,12:00,1/3/2025,14:15,11:15,3/3/2025,11:20,LGW,CDG,CDG,SEN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,825,28/02/2025,Momondo,75,65
London,Paris,1,2,7:00,1/3/2025,9:20,16:20,3/3/2025,16:35,LTN,CDG,CDG,LTN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,733,28/02/2025,Momondo,80,75
London,Paris,1,2,11:15,1/3/2025,13:35,14:20,3/3/2025,14:40,LTN,CDG,CDG,LTN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,703,28/02/2025,Momondo,80,80
London,Paris,1,2,11:15,1/3/2025,13:35,10:15,3/3/2025,10:35,LTN,CDG,CDG,LTN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,703,28/02/2025,Momondo,80,80
London,Paris,1,2,12:00,1/3/2025,14:15,16:20,3/3/2025,16:35,LGW,CDG,CDG,LTN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,777,28/02/2025,Momondo,75,75
London,Paris,1,2,14:00,1/3/2025,16:20,10:15,3/3/2025,10:35,LTN,CDG,CDG,LTN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,710,28/02/2025,Momondo,80,80
London,Paris,1,2,12:45,1/3/2025,15:05,16:20,3/3/2025,16:35,LGW,ORY,CDG,LTN,Vueling,easyJet,nonstop,,,nonstop,,,0,0,696,28/02/2025,Momondo,80,75
London,Paris,1,2,12:00,1/3/2025,14:15,13:10,3/3/2025,13:20,LGW,CDG,ORY,LGW,easyJet,Vueling,nonstop,,,nonstop,,,0,0,770,28/02/2025,Momondo,75,70
London,Paris,1,2,11:15,1/3/2025,13:35,16:20,3/3/2025,16:35,LTN,CDG,CDG,LTN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,703,28/02/2025,Momondo,80,75
London,Paris,1,2,11:15,1/3/2025,13:35,18:30,3/3/2025,18:35,LTN,CDG,ORY,LGW,easyJet,Vueling,nonstop,,,nonstop,,,0,0,777,28/02/2025,Momondo,80,65
London,Paris,1,2,16:30,1/3/2025,18:50,7:20,3/3/2025,7:30,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,740,28/02/2025,Momondo,80,70
London,Paris,1,2,16:30,1/3/2025,18:50,10:05,3/3/2025,10:15,LGW,CDG,CDG,LGW,easyJet,easyJet,nonstop,,,nonstop,,,0,0,740,28/02/2025,Momondo,80,70
London,Paris,1,2,14:00,1/3/2025,16:20,16:20,3/3/2025,16:35,LTN,CDG,CDG,LTN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,710,28/02/2025,Momondo,80,75
London,Paris,1,2,12:00,1/3/2025,14:15,11:15,3/3/2025,11:20,LGW,CDG,CDG,SEN,easyJet,easyJet,nonstop,,,nonstop,,,0,0,825,28/02/2025,Momondo,75,65
London,Paris,1,2,14:00,1/3/2025,16:20,18:30,3/3/2025,18:35,LTN,CDG,ORY,LGW,easyJet,Vueling,nonstop,,,nonstop,,,0,0,784,28/02/2025,Momondo,80,65
London,Paris,1,2,16:10,1/3/2025,18:25,11:15,3/3/2025,11:20,LGW,ORY,CDG,SEN,Vueling,easyJet,nonstop,,,nonstop,,,0,0,825,28/02/2025,Momondo,75,65
London,Paris,1,2,15:15,1/3/2025,17:45,18:30,3/3/2025,18:35,LHR,ORY,ORY,LGW,Vueling,Vueling,nonstop,,,nonstop,,,0,0,718,28/02/2025,Momondo,90,65
London,Paris,1,2,8:15,1/3/2025,10:35,18:30,3/3/2025,18:35,LGW,CDG,ORY,LGW,easyJet,Vueling,nonstop,,,nonstop,,,0,0,796,28/02/2025,Momondo,80,65
London,Paris,1,2,16:10,1/3/2025,18:25,14:10,3/3/2025,14:25,LGW,ORY,ORY,LHR,Vueling,Vueling,nonstop,,,nonstop,,,0,0,755,28/02/2025,Momondo,75,75
London,Paris,1,2,20:15,1/3/2025,22:30,11:15,3/3/2025,11:20,LGW,ORY,CDG,SEN,Vueling,easyJet,nonstop,,,nonstop,,,0,0,825,28/02/2025,Momondo,75,65
London,Paris,1,2,16:10,1/3/2025,18:25,13:10,3/3/2025,13:20,LGW,ORY,ORY,LGW,Vueling,Vueling,nonstop,,,nonstop,,,0,0,796,28/02/2025,Momondo,75,70
London,Paris,1,2,8:15,1/3/2025,10:35,18:30,3/3/2025,18:35,LGW,CDG,ORY,LGW,easyJet,Vueling,nonstop,,,nonstop,,,0,0,796,28/02/2025,Momondo,80,65
London,Paris,1,2,16:10,1/3/2025,18:25,14:10,3/3/2025,14:25,LGW,ORY,ORY,LHR,Vueling,Vueling,nonstop,,,nonstop,,,0,0,755,28/02/2025,Momondo,75,75
